

# Program:          AlphaSim 
# Author:           B. Douglas Ward 
# Initial Release:  18 Jun 1997 
# Latest Revision:  09 Jun 2009 

# Data set dimensions: 
# nx =   240   ny =   240   nz =   130   (voxels)
# dx =  1.00   dy =  1.00   dz =  1.00   (mm)

# Gaussian filter widths: 
# sigmax =  3.40   FWHMx =  8.00 
# sigmay =  3.40   FWHMy =  8.00 
# sigmaz =  3.40   FWHMz =  8.00 

# Cluster connection radius: rmm =  1.00 

# Threshold probability: pthr = 5.000000e-03 

# Number of Monte Carlo iterations =  1000 

# Cl Size   Frequency    CumuProp     p/Voxel   Max Freq       Alpha
   1301             0    0.999274  0.00005393          0    0.238000
   1302             3    0.999282  0.00005393          3    0.238000
   1303             5    0.999295  0.00005341          4    0.235000
   1304             2    0.999301  0.00005254          1    0.231000
   1305             4    0.999312  0.00005219          2    0.230000
   1306             0    0.999312  0.00005150          0    0.228000
   1307             1    0.999315  0.00005150          1    0.228000
   1308             2    0.999320  0.00005132          2    0.227000
   1309             2    0.999326  0.00005097          2    0.225000
   1310             1    0.999328  0.00005062          0    0.223000
   1311             0    0.999328  0.00005045          0    0.223000
   1312             1    0.999331  0.00005045          1    0.223000
   1313             1    0.999334  0.00005027          1    0.222000
   1314             0    0.999334  0.00005010          0    0.221000
   1315             2    0.999339  0.00005010          0    0.221000
   1316             0    0.999339  0.00004975          0    0.221000
   1317             3    0.999347  0.00004975          3    0.221000
   1318             1    0.999350  0.00004922          1    0.218000
   1319             2    0.999356  0.00004904          2    0.217000
   1320             2    0.999361  0.00004869          2    0.215000
   1321             0    0.999361  0.00004834          0    0.213000
   1322             2    0.999367  0.00004834          1    0.213000
   1323             2    0.999372  0.00004798          2    0.212000
   1324             1    0.999375  0.00004763          1    0.210000
   1325             0    0.999375  0.00004745          0    0.209000
   1326             1    0.999378  0.00004745          1    0.209000
   1327             0    0.999378  0.00004728          0    0.208000
   1328             0    0.999378  0.00004728          0    0.208000
   1329             2    0.999383  0.00004728          2    0.208000
   1330             0    0.999383  0.00004692          0    0.206000
   1331             4    0.999394  0.00004692          4    0.206000
   1332             1    0.999397  0.00004621          1    0.202000
   1333             0    0.999397  0.00004603          0    0.201000
   1334             1    0.999399  0.00004603          0    0.201000
   1335             3    0.999408  0.00004585          3    0.201000
   1336             0    0.999408  0.00004532          0    0.198000
   1337             0    0.999408  0.00004532          0    0.198000
   1338             3    0.999416  0.00004532          3    0.198000
   1339             0    0.999416  0.00004478          0    0.195000
   1340             0    0.999416  0.00004478          0    0.195000
   1341             1    0.999419  0.00004478          1    0.195000
   1342             2    0.999424  0.00004460          1    0.194000
   1343             1    0.999427  0.00004425          1    0.193000
   1344             1    0.999430  0.00004407          1    0.192000
   1345             0    0.999430  0.00004389          0    0.191000
   1346             0    0.999430  0.00004389          0    0.191000
   1347             0    0.999430  0.00004389          0    0.191000
   1348             1    0.999432  0.00004389          1    0.191000
   1349             1    0.999435  0.00004371          1    0.190000
   1350             2    0.999440  0.00004353          1    0.189000
   1351             1    0.999443  0.00004317          0    0.188000
   1352             2    0.999449  0.00004299          1    0.188000
   1353             0    0.999449  0.00004263          0    0.187000
   1354             0    0.999449  0.00004263          0    0.187000
   1355             0    0.999449  0.00004263          0    0.187000
   1356             1    0.999451  0.00004263          1    0.187000
   1357             1    0.999454  0.00004244          1    0.186000
   1358             3    0.999462  0.00004226          1    0.185000
   1359             1    0.999465  0.00004172          0    0.184000
   1360             0    0.999465  0.00004154          0    0.184000
   1361             0    0.999465  0.00004154          0    0.184000
   1362             0    0.999465  0.00004154          0    0.184000
   1363             1    0.999468  0.00004154          1    0.184000
   1364             2    0.999473  0.00004136          2    0.183000
   1365             0    0.999473  0.00004099          0    0.181000
   1366             3    0.999481  0.00004099          3    0.181000
   1367             1    0.999484  0.00004044          1    0.178000
   1368             1    0.999487  0.00004026          0    0.177000
   1369             1    0.999490  0.00004008          1    0.177000
   1370             0    0.999490  0.00003990          0    0.176000
   1371             0    0.999490  0.00003990          0    0.176000
   1372             0    0.999490  0.00003990          0    0.176000
